Movie Name,Cast
Rakhi,"N. T. Rama Rao Jr., Ileana D'Cruz, Charmme Kaur, Suhasini, Sarath Babu, Chandra Mohan, Brahmaji, Kota Srinivas Rao, Saranya Ponvannan, Bramhanandham, Sunil, Sayaji Shinde"
Ma alludu very good,"Rajendra Prasad, Allari Naresh, Ramya Krishna, Mounika, Bramhanandham, Kovai Sarala, M. S. Narayana, Mallikarjuna Rao, Krishna Bhagavan, Raghu Babu, Brahmaji, Chalapati Rao, L. B. Sriram, Kondavalasa Lakshmana Rao, Lakshmipathi"
Raghavendra,"Prabhas, Anshu, Shweta Agarwal, Anandaraj, Murali Mohan, Prabha, Bramhanandham, Rami Reddy, Kota Srinivas Rao, Bandla Ganesh, Mohan Raj, Gundu Hanumantha Rao, Vizag Prasad, Raghu Babu, Rama Prabha"
Rajendrudu Gajendrudu,"Rajendra Prasad, Soundarya, Kota Srinivas Rao, Bramhanandham, Babu Mohan, Ali, Mallikarjuna Rao, Gundu Hanumantha Rao, Gummadi, Jayalalita, Sri Lakshmi, Narsing Yadav, Gautam Raju"
Rakshakudu,"Jayam Ravi, Kangana Ranaut, Raai Laxmi, Jayaram, Anu Hasan, Nizhagal Ravi"
Raktha Charithra,"Vivek Oberoi, Radhika Apte, Sudeep, Shatrughan Sinha, Abhimanyu Singh, Kota Srinivas Rao, Sushant Singh, Raja Krishnamoorthy, Zarina Wahab, Sushmita Mukherjee, Ashish Vidyarthi, Tanikella Bharani, Pragathi, Subhalekha Sudhakar, Suriya"
Raktha Charithra 2,"Vivek Oberoi, Suriya, Sudeep, Shatrughan Sinha, Priyamani, Radhika Apte, Zarina Wahab, Ajaz Khan, Ashish Vidyarthi, Tanikella Bharani, Subhalekha Sudhakar, Pragathi, Sushmita Mukherjee, Anupam Shyam, Vishwajeet Pradhan"
Raktha Kanneeru,"Upendra, Ramya Krishna, Abhirami"
Rama banam,"Gopichand, Dimple Hayathi, Jagapathi Babu, Khushbu Sundar, Nassar, Tarun Arora, Ali, Darbha Appaji Ambarisha"
Rama Rama Krishna Krishna,"Ram Pothineni, Arjun Sajja, Priya Anand, Bindu Madhavi, Vineet Kumar, Nassar, Bramhanandham, Pragathi, Sayaji Shinde, Gracy Singh"
Ramayya Vastavayya,"N. T. Rama Rao Jr., Samantha Ruth Prabhu, Shruti Hassan, Ravi Shankar, Mukesh Rishi, Kota Srinivas Rao, Ajay, Tanikella Bharani, Rao Ramesh, Vidyullekha Raman, Hamsa Nandini, Nagineedu, Bharath Raju"
Rangabali,"Naga Shourya, Yukti Thareja, Brahmaji, Murali Sharma, Shine Tom Chacko, Satya, Goparaju Raman"
Raraju,"Krishnam Raju, Vijayashanti, Sharada, Suman, Jaggayya, Kaikala Satyanarayana, Jayanthi, Prabhakar Reddy, Mucherla Aruna, Giri Babu, Nutan Prasad, Sri Lakshmi, Raavi Kondala Rao, Silk Smitha"
Rarandoi Veduka Chudham,"Naga Chaitanya, Rakul Preet Singh, Jagapathi Babu, Sampath Raj, Irfan, Posani Krishna Murali, Annapoorna, Vennela Kishore, Kousalya, Surekha Vani, Praveen, Sapthagiri"
Ready,"Ram Pothineni, Genelia D'Souza, Tamannaah, Nassar, Bramhanandham, Sunil, Chandra Mohan, Tanikella Bharani, Kota Srinivas Rao, Jayaprakash Reddy"
Red,"Ram Pothineni, Nivetha Pethuraj, Malvika Sharma, Amritha Aiyer, Sampath Raj, Vennela Kishore, Posani Krishna Murali, Satya, Saptagiri, Krishnudu"
Republic,"Sai Tej, Aishwarya Rajesh, Ramya Krishna, Jagapathi Babu, Rahul Ramakrishna, Srikanth Iyengar, Sai Dheena, Manoj Nandam, C. V. L. Narasimha Rao, Ravi Raja, Subbaraju, Amani, Surekha Vani, Jayaprakash"
Rebel,"Prabhas, Tamanna Bhatia, Deeksha Seth, Mukesh Rishi, Krishnam Raju, Pradeep Rawat, Kelly Dorji, Ali, M. S. Narayana, Bramhanandham, Tulasi, Nagineedu, Supreet"
Rangam,"Jiiva, Karthika Nair, Ajmal Ameer, Piaa Bajpai, Prakash Raj, Kota Srinivas Rao, Bose Venkat, Jagan, Achuthan, Vanitha Krishnamurthy, Pattimandram Raja, Mani M Mani, John Vijay, Kajal, Anuja Iyer, Kaadhal Kannan, Rail Ravi, Airport Joseph, Prasad, Manmohit, Jasmine"
Rudramadevi,"Anushka Shetty, Allu Arjun, Rana Daggubati, Vikramjeet Virk, Krishnam Raju, Prakash Raj, Suman, Nithya Menen, Adithya, Catherine Tresa, Hamsa Nandini, Bramhanandham, Ajay, M. S. Narayana, Vennela Kishore, Ravi Prakash"
Sainikudu,"Mahesh Babu, Trisha, Irrfan Khan, Prakash Raj, Kota Srinivas Rao, Telangana Shakuntala, Ajay"
Samba,"N. T. Rama Rao Jr., Bhoomika Chawla, Genelia D'Souza, Prakash Raj, Vijayakumar, Ali, Sithara, Sukumari, Sukanya, Brahmaji"
Sarrainodu,"Allu Arjun, Aadi Pinisetty, Rakul Preet Singh, Catherine Tresa, Srikanth, Bramhanandham, Sai Kumar, Jayaprakash, Pradeep Rawat, Suman, Adarsh Balakrishna"
Seethamma Vakitlo Sirimalle Chettu,"Venkatesh, Mahesh Babu, Anjali, Samantha, Prakash Raj, Jayasudha, Abhinaya, Rao Ramesh, Kota Srinivas Rao, Rohini Hattangadi, Rama Prabha, Ahuti Prasad, Tanikella Bharani, Ravi Babu, Murali Mohan, Rajitha, Dhanya Balakrishna, Kalpika Ganesh, Tejaswi Madivada, Venu Madhav, Praveen, Srinivas Reddy"
Shyam Singha Roy,"Nani, Sai Pallavi, Krithi Shetty, Madonna Sebastian, Rahul Ravindran, Murali Sharma, Abhinav Gomatam, Jisshu Senguptha, Leela Samson"
Rang dhe,"Nithiin, Keerthy Suresh, Naresh, Kousalya, Rohini, Abhinav Gomatam, Vennela Kishore, Suhas, Sapthagiri"
Robo,"Rajinikanth, Aishwarya Rai Bachchan, Danny Denzongpa, Santhanam, Karunas, Devadarshini, Kalabhavan Mani, Cochin Haneefa"
Robo 2,"Rajinikanth, Akshay Kumar, Amy Jackson, Sudhanshu Pandey, Adil Hussain, Kalabhavan Shajohn, Riyaz Khan, Kaizaad Kotwal, Yogi Babu, Mayilsamy"
Roja,"Arvind Swamy, Madhoo, Pankaj Kapur, Nassar, Janagaraj, Shiva Rindani, Vaishnavi, C. K. Saraswathi"
Sagara Sangamam,"Kamal Hasan, Jayapradha, Sarath Babu, Geetha, Sailaja, Chakri Toleti, D. V. Narasa Raju"
Sahasam,"Gopichand, Taapsee Pannu, Shakti Kapoor, Ali, M. S. Narayana, Hema, Raghubabu, Surya"
Saindhav,"Venkatesh, Nawazuddin Siddiqui, Arya, Shraddha Srinath, Ruhani Sharma, Andrea Jeremiah, Rohit Pathak, Mukesh Rishi, Jisshu Senguptha, Jayaprakash, Nassar, Murali Sharma"
Sakhi,"Madhavan, Shalini, Swarnamalya, Jagapathi Babu, Vivek, Sukumari, Nassar, Manivannan, Delhi Ganesh"
Samajavaragamana,"Sree Vishnu, Reba Monica John, Naresh, Srikanth Iyengar, Vennela Kishore, Sudarshan, Devi Prasad, Rajeev Kanakala, Harshavardhan, Goparaju Raman"
Samara Simha Reddy,"Nandamuri Balakrishna, Simran, Sanghavi, Anjala Zhaveri, Jayachitra, Srihari, Kota Srinivas Rao, Bramhanandham, Babu Mohan"
Sammohanam,"Sudheer Babu, Aditi Rao Hydari, Naresh, Pavitra Lokesh, Rahul Ramakrishna, Tanikella Bharani, Vennela Kishore, Hari Teja"
Sankranthi,"Venkatesh, Sneha, Srikanth, Arti Agarwal, Sangeetha, Sharada, Jayanthi, Suman, Rajan P. Dev, Ali, Dharmavarapu Subramanyam"
Santhosham,"Nagarjuna Akkineni, Shriya Saran, Gracy Singh, Prabhu Deva, K. Vishwanath, Sunil, Kota Srinivas Rao"
Sarada Bullodu,"Venkatesh, Nirosha, Kota Srinivas Rao, Bramhanandham, Ali, Babu Mohan, Chalapati Rao"
Shankar Dada Mbbs,"Chiranjeevi, Sonali Bendre, Srikanth, Paresh Rawal, M. S. Narayana, Vijayakumar, Girish Karnad"
Shankar Dada Zindabaad,"Chiranjeevi, Srikanth, Karishma Kotak, Sayaji Shinde, M. S. Narayana, Ali, Venu Madhav"
Shathamanam Bhavathi,"Sharwanand, Anupama Parameswaran, Prakash Raj, Jayasudha, Naresh, Indraja, Raja Ravindra, Sithara, Praveen"
Seetimaar,"Gopichand, Tamanna Bhatia, Digangana Suryavanshi, Bhumika Chawla, Rao Ramesh, Tarun Arora, Harshavardhan, Posani Krishna Murali, Rohit Pathak"
Shailaja Reddy Alludu,"Naga Chaitanya, Anu Emmanuel, Ramya Krishna, Naresh, Murali Sharma, Vennela Kishore, Prudhviraj, Chaitanya Krishna, Ravi Prakash"
Shakthi,"N. T. Rama Rao Jr., Ileana D'Cruz, Manjari Phadnis, Jackie Shroff, Sonu Sood, Prabhu, Nassar, Bramhanandham"
Shivaji,"Rajinikanth, Shriya Saran, Suman, Vivek, Raghuvaran, Manivannan, Vadivukkarasi, Vadivelu"
Shivamani,"Nagarjuna Akkineni, Asin, Rakshita, Chandra Mohan, Prakash Raj, Ali, Venu Madhav"
Simhadri,"N. T. Rama Rao Jr., Bhumika Chawla, Ankitha, Mukesh Rishi, Nassar, Bramhanandham, Venu Madhav, Srinivas Reddy, Raghu Babu, Seetha"
Simha,"Nandamuri Balakrishna, Nayanthara, Sneha Ullal, Namitha, Sai Kumar, Kota Srinivas Rao, Mukesh Rishi, Bramhanandham, Ali, Dharmavarapu Subramanyam"
Soggade Chinni Nayana,"Nagarjuna Akkineni, Ramya Krishna, Lavanya Tripathi, Nassar, Bramhanandham, Sampath Raj, Anasuya Bhardwaj, Hamsa Nandini, Devan, Posani Krishna Murali"
Supreme,"Sai Dharam Tej, Raashi Khanna, Ravi Kishan, Sai Kumar, Prudhviraj, Murali Sharma, Kabir Duhan Singh, Posani Krishna Murali, Rajendra Prasad, Jaya Praksah Reddy"
Sye,"Nithiin, Genelia D'Souza, Shashank, Pradeep Rawat, Nassar, Tanikella Bharani, Rajeev Kanakala, Bramhanandham, Supreet"
Sye Raa Narasimha Reddy,"Chiranjeevi, Amitabh Bachchan, Nayanthara, Tamanna Bhatia, Sudeep, Vijay Sethupathi, Jagapathi Babu, Nassar, Ravi Kishan, Mukesh Rishi, Brahmaji, Rao Ramesh"
Tagore,"Chiranjeevi, Shriya Saran, Jyothika, Suneel, Prakash Raj, Sayaji Shinde, K. Vishwanath, Ravi Prakash, Ali, Venu Madhav"
Takkari Donga,"Mahesh Babu, Bipasha Basu, Lisa Ray, Rahul Dev, Ashutosh Rana, Mukesh Rishi, Chandra Mohan, Bramhanandham"
Teenmaar,"Pawan Kalyan, Trisha Krishnan, Kriti Kharbanda, Paalak Lalwani, Mukesh Rishi, Ali, Sunil, Tanikella Bharani"
Thadakha,"Naga Chaitanya, Tamanna Bhatia, Andrea Jeremiah, Sundeep Kishan, Bramhanandham, Ashutosh Rana, Rahul Dev, Vennela Kishore, Raghu Babu"
Taxiwaala,"Vijay Deverakonda, Priyanka Jawalkar, Malvika Nair, Ravi Prakash, M. S. Narayana, Kalpika Ganesh, Uttej, Jangiri Madhumitha, Ravi Varma"
Seenu (Venkatesh),"Venkatesh, Twinkle Khanna, Bramhanandham, Ali, Prakash Raj, Raasi"
Shadow,"Venkatesh, Taapsee Pannu, Srikanth, Madhurima, Bramhanandham, Nassar, Suhasini"
Skanda,"Ram Pothineni, Sreeleela, Saiee Manjrekar, Sharath Lohitashwa, Srikanth, Prince Cecil, Brahmaji, Indraja"
Solo Bathuke So Better,"Sai Dharam Tej, Nabha Natesh, Nazia Davison, Rao Ramesh, Naresh, Satya, Rajendra Prasad"
Sr Kalyana Mandapam,"Kiran Abbavaram, Priyanka Jawalkar, Sai Kumar, Tulasi, Naresh, Vennela Kishore"
Sri Manjunatha,"Chiranjeevi, Ambareesh, Arjun Sajja, Meena, Soundarya, Sumalatha, Bramhanandham, D. B. S. M. Babu"
Sri Ramadasu,"Nagarjuna Akkineni, Sneha, Akkineni Nageswara Rao, Suman, Nassar, V. Jayaprakash, Kota Srinivas Rao, Bramhanandham"
Sridevi Soda Center,"Sudheer Babu, Anandhi, Pavel Navageethan, Naresh, Rohini, Harshavardhan, Ajay"
Stalin,"Chiranjeevi, Trisha Krishnan, Prakash Raj, Khushbu Sundar, Sarada, Pradeep Rawat, Mukesh Rishi, Bramhanandham"
Subramanyam For Sale,"Sai Dharam Tej, Regina Cassandra, Adah Sharma, Prakash Raj, Bramhanandham, Naresh, Ajay, Tejaswi Madivada"
Sudigadu,"Allari Naresh, Monal Gajjar, Bramhanandham, M. S. Narayana, Ali, Dharmavarapu Subramanyam, Kovai Sarala, Vennela Kishore, Raghu Babu"
Sukumarudu,"Aadi, Nisha Aggarwal, Krishna, Bramhanandham, Gollapudi Maruthi Rao, Sayaji Shinde, Chandra Mohan, M. S. Narayana"
Super,"Upendra, Ayesha Takia, Nayanthara, Sayaji Shinde, Ravi Shankar, Raju Sundaram"
Suriya Son Of Krishnan,"Suriya, Sameera Reddy, Simran, Divya Spandana, Prudhviraj Sukumaran, Babu Antony, Deepa Narendran"
Suryavamsam,"Venkatesh, Meena, Sanghavi, Racha Ravi, Kota Srinivas Rao, Satyanarayana, Sudha"
Suswagatham,"Pawan Kalyan, Devayani, Bramhanandham, Prakash Raj, Sudha, Giri Babu, Karan, Ananth"
Swami Ra Ra,"Nikhil Siddharth, Swathi Reddy, Ravibabu, Jeeva, Ravi Babu, Praveen"
Swathi Mutyam,"Kamal Hasan, Radhika, Sarath Babu, Silk Smitha, K. Vishwanath"
Swayamkrushi,"Chiranjeevi, Vijayashanti, Sumalatha, Charan Raj, Bramhanandham, Sarath Babu"
Thenali,"Kamal Hasan, Jayaram, Jyothika, Devayani, Delhi Ganesh, K. S. Ravikumar"
Thulasi,"Venkatesh, Nayanthara, Sivaji, Ramya Krishna, Ashish Vidyarthi, Chalapati Rao"
Thuppakki,"Vijay, Kajal Aggarwal, Sathyan, Vidyut Jammwal, Jayaram, Zakir Hussain, Manobala"
Touch Chesi Chudu,"Ravi Teja, Raashi Khanna, Sheerat Kapoor, Freddy Daruwala, Murali Sharma, Sampath Raj"
Sarkaru Vari Paata,"Mahesh Babu, Keerthy Suresh, Samuthirakani, Nadia Moidu, Vennela Kishore, Subbaraju, Posani Krishna Murali, Brahmaji, Ravi Prakash, Ajay"
Sarpatta Pramparai,"Arya, Pasupathy, Kalaiyarasan, Dushara Vijayan, John Kokken, Santhosh Prathap, Sanchana Natarajan, Anupama Kumar, Guru Somasundaram"
Seema Tapakai,"Allari Naresh, Poorna, Shaam, Sayaji Shinde, Krishna Bhagavan, Jaya Praksah Reddy, Mukesh Rishi, Nassar, Raghu Babu"
Shock,"Ravi Teja, Jyothika, Tabu, Bramhanandham, Prakash Raj, Nagendra Babu, Paruchuri Venkateswara Rao, Ravi Kale"
SMS,"Shankar, Anjali, Jeeva, Krishna Bhagavan, Gollapudi Maruthi Rao, Raghu Babu, M. S. Narayana, Ali"
Sneham Kosam,"Chiranjeevi, Meena, Bhanupriya, Venu Madhav, Bramhanandham"
Snehamante Idhera,"Venkatesh, Arjun Sajja, Raasi, K. Vishwanath, Laya, Bramhanandham"
SO Satyamaurthy,"Allu Arjun, Upendra, Samantha Ruth Prabhu, Nitya Menen, Sneha, Adah Sharma, Rajendra Prasad, Kota Srinivas Rao, Bramhanandham, Tanikella Bharani"
Sri Anjaneyam,"Nithiin, Charmme Kaur, Arjun Sajja, Prakash Raj, Ramya Krishna, Rahul Dev, Bramhanandham"
Style,"Nagarjuna Akkineni, Bhumika Chawla, Prabhu Deva, Ali, Dharmavarapu Subramanyam, Manju Bhargavi"
Subhalagnam,"Jagapathi Babu, Amani, Roja, Kota Srinivas Rao, Bramhanandham, Ali, Tanikella Bharani"
Surya Son Of Krishnan,"Suriya, Sameera Reddy, Simran, Divya Spandana, Prudhviraj Sukumaran, Babu Antony, Deepa Narendran"
Thammudu PK,"Pawan Kalyan, Preeti Jhangiani, Aditi Govitrikar, Achyuth, Chandra Mohan, Bramhanandham, Ali"
The Warrior,"Ram Pothineni, Krithi Shetty, Aadi Pinisetty, Akshara Gowda, Rajeev Kanakala, Nadhiya, Krishna Chaitanya"
Thellavarithe Guruvaram,"Sri Simha Koduri, Chitra Shukla, Rajeev Kanakala, Harshavardhan, Ajay, Viva Harsha"
They Call Him OG,"Pawan Kalyan, Emraan Hashmi, Priyanka Arul Mohan, Arjun Das, Sriya Reddy, Prakash Raj, Harish Uthaman"
Thiru,"Dhanush, Nithya Menen, Raashii Khanna, Prakash Raj, Bharathiraja, Priya Bhavani Shankar"
Tholi Prema PK,"Pawan Kalyan, Kirti Reddy, Vasuki, Ali, Venkateswara Rao, A. V. S."
Tholi Prema Varun Tej,"Varun Tej, Raashi Khanna, Hyper Aadi, Priyadarshi, Saptagiri, Suhasini, Vidyullekha Raman"
U Turn,"Samantha Ruth Prabhu, Aadi Pinisetty, Rahul Ravindran, Bhumika Chawla, Aadukalam Naren, Ravi Varma"
Ullasanga Uthsahanga,"Yasho Sagar, Sneha Ullal, Chalapati Rao, Kota Srinivas Rao, Sunil, Bramhanandham"
Uma Maheswara Ugra Roopasya,"Satyadev Kancharana, Hari Chandana, Naresh, Suhas, Ravindra Vijay, Roopa Lakshmi"
Uppena,"Panja Vaisshnav Tej, Krithi Shetty, Vijay Sethupathi, Sai Chand, Mahadevan, Rajeev Kanakala"
Uu Kodathara Ulikki Padathara,"Manoj Manchu, Deeksha Seth, Nandamuri Balakrishna, Lakshmi Manchu, Prabhu, Suhasini, Asha Saini"
Uyyala Jampala,"Raj Tarun, Avika Gor, Punarnavi Bhupalam, M. S. Narayana, Annapoorna, Peela Gangadhar"
Varsham,"Prabhas, Trisha Krishnan, Gopichand, Prakash Raj, Suman, Bramhanandham, Sivaji Raja, Chandra Mohan"
Varudu,"Allu Arjun, Bhanu Sri Mehra, Arya, Suhasini, Bramhanandham, Sayaji Shinde, Nassar"
Vasthadu Na Raju,"Manoj Manchu, Taapsee Pannu, Navdeep, Prakash Raj, Bramhanandham, Kota Srinivas Rao"
Vasu,"Venkatesh, Bhoomika Chawla, Ali, Sunil, J. D. Chakravarthy, Kota Srinivas Rao"
Vedam,"Allu Arjun, Manchu Manoj, Anushka Shetty, Manoj Bajpayee, Deeksha Seth, Lekha Washington, Nagayya"
Veede,"Ravi Teja, Arti Agarwal, Sayaji Shinde, Bramhanandham, Ali, M. S. Narayana, Prakash Raj"
Vennela,"Raja, Parvati Melton, Sharwanand, Ravi Varma, Bramhanandham, Sunil, Vennela Kishore"
Vikramarkudu,"Ravi Teja, Anushka Shetty, Vineet Kumar, Bramhanandham, Ajay, Nassar, Rajeev Kanakala"
Vinaro Bhagyamu Vishnu Katha,"Kiran Abbavaram, Kashmira Pardeshi, Murali Sharma, Brahmaji, Praveen, Amani"
Vinaya Vidheya Rama,"Ram Charan, Kiara Advani, Vivek Oberoi, Prashanth, Sneha, Aryan Rajesh, Ravi Varma"
Vunnadi Okate Zindagi,"Ram Pothineni, Anupama Parameswaran, Lavanya Tripathi, Sree Vishnu, Kireeti Damaraju, Priyadarshi"
Winner,"Sai Dharam Tej, Rakul Preet Singh, Jagapathi Babu, Mukesh Rishi, Thakur Anoop Singh, Ali, Vennela Kishore"
World Famous Lover,"Vijay Deverakonda, Raashi Khanna, Aishwarya Rajesh, Catherine Tresa, Izabelle Leite, Priyadarshi, Vennela Kishore, Subbaraju"
Writer Padmabhushan,"Suhas, Tina Shilparaj, Ashish Vidyarthi, Rohini, Goparaju Raman, Srikanth Iyengar"
Yagnam,"Gopichand, Sameera Reddy, Prakash Raj, Devaraj, Dharmavarapu Subramanyam, Bramhanandham"
Yamadonga,"N. T. Rama Rao Jr., Priyamani, Mohan Babu, Mamta Mohandas, Ali, Bramhanandham, Rajeev Kanakala, Navaneet Kaur, Suman, M. S. Narayana, Rambha"
Yevadu,"Ram Charan, Shruti Hassan, Amy Jackson, Allu Arjun, Kajal Aggarwal, Jayasudha, Sai Kumar, Kota Srinivas Rao, Rahman"
Yogi,"Prabhas, Nayanthara, Kota Srinivas Rao, Pradeep Rawat, Ali, Chandramohan, Sunil, Sharwanand, Subbaraju"
Sardaar Gabbar Singh,"Pawan Kalyan, Kajal Aggarwal, Sharad Kelkar, Sanjjana, Bramhanandham, Ali, Tanikella Bharani, Mukesh Rishi, Rao Ramesh, Pradeep Rawat, Kabir Duhan Singh, Urvashi, Tisca Chopra, Pooja Ramachandran, Posani Krishna Murali, Brahmaji, Sudigali Sudheer, Raghu Babu, Dheer Charan Srivastav, John Kokken"
Seema Simham,"Nandamuri Balakrishna, Sakshi Shivanand, Anandaraj, Vijayakumar, Mukesh Rishi, Bramhanandham, M. S. Narayana, Giri Babu, Chalapati Rao, Seeta, Kovai Sarala, Srihari, Sai Kumar, Paruchuri Venkateswara Rao"
Seenu Vasanthi Lakshmi,"R. P. Patnaik, Navaneet Kaur, Padmapriya, Prakash Raj, Radhika Chaudhari, Bramhanandham, Giribabu, Nutan Prasad, Vajja Venkata Giridhar"
Seetha,"Kanaka, Rahman, Delhi Ganesh, Gautami, Janagaraj, Manorama, Charan Raj, Racha Ravi, Sarath Kumar, Srividya"
Seetha Rama Raju,"Krishna, Vijaya Nirmala, Kaikala Satyanarayana, Gummadi, Anjali Devi, Jaggayya, Chandra Mohan"
Simharasi,"Rajasekhar, Sakshi Shivanand, Anandaraj, Vijayakumar, Bramhanandham, M. S. Narayana, Giri Babu, Kovai Sarala, Chalapati Rao, Manorama, Ponnambalam, Narra Venkateswara Rao"
Singham 123,"Sampoornesh Babu, Sanam Shetty, Prudhviraj, Viva Harsha, Annapoorna, Bhavani, Ambati Srinivas"
Siva Rama Raju,"Jagapathi Babu, Nandamuri Harikrishna, Venkat, Sivaji, Monica Bedi, Laya, Kanchi Kaul, Poonam Singar, Bramhanandham, Dharmavarapu Subramanyam, L. B. Sriram"
Sivayya,"Rajasekhar, Monica Bedi, Sanghavi, Srihari, Ravi Babu, Raja Ravindra"
Snehithudu Vijay,"Vijay, Jiiva, Srikanth, Ileana D'Cruz, Satya Raj, Sathyan, Anuya Bhagvath, Vijay Vasanth"
Soggadu,"Shobhan Babu, Jayachitra, Jayasudha, Anjali Devi, Kaikala Satyanarayana, Raja Babu, Allu Ramalingaiah, Santha Kumari, Nagesh"
Somberi,"Ali, Ruksha, Tanikella Bharani, M. S. Narayana, Dharmavarapu Subramanyam, Duvvasi Mohan, Jayaprakash Reddy"
Sri Rama Chandrulu,"Rajendra Prasad, Sivaji, Bramhanandham, Raasi, Sindhu Menon, Kovai Sarala, M. S. Narayana, Venu Madhav, Mallikarjuna Rao, Raghu Babu, Krishna Bhagawan, Kondavalasa, Shakeela, Gundu Hanumantha Rao, Gowtham Raju, Ramjagan, Jenny"
Srirama Chandrulu,"Rajendra Prasad, Sivaji, Bramhanandham, Raasi, Sindhu Menon, Kovai Sarala, M. S. Narayana, Venu Madhav, Mallikarjuna Rao, Raghu Babu, Krishna Bhagawan, Kondavalasa, Shakeela, Gundu Hanumantha Rao, Gowtham Raju, Ramjagan, Jenny"
Subbu,"Sumanth, Sneha, Manivannan, Venu Madhav, M. S. Narayana, Chandra Mohan, Dharmavarapu Subramanyam, Bramhanandham"
Super Heroes,"Nandamuri Taraka Ratna, Charmi, Ali, Bramhanandham, Jayasudha, Krishna Bhagavan"
Suriya Gang,"Suriya, Anushka Shetty, Prakash Raj, Vivek, Nassar, Manorama"
Surya vs surya,"Nikhil Siddharth, Tridha Choudhury, Madhoo, Sayaji Shinde, Tanikella Bharani, Rao Ramesh, Viva Harsha, Satya"
Takkari,"Nithiin, Sadha, Sayaji Shinde, Chandra Mohan, Raghu Babu, Venu Madhav, Bramhanandham"
Tej I Love You,"Sai Dharam Tej, Anupama Parameswaran, Viva Harsha, Jayaprakash, Pavitra Lokesh, Prudhvi Raj, Jaya Praksah Reddy, Surekha Vani"
The Legend Saravanan,"Legend Saravanan, Urvashi Rautela, Geethika Tiwary, Prabhu, Vivek, Nassar, Yogi Babu, Suman, Kaali Venkat, Kovai Sarala, Deepa Shankar, Thambi Ramaiah, Mayilsamy, Vijayakumar"
Tiger Harishchandra Prasad,"Nandamuri Harikrishna, Ramya Krishna, Posani Krishna Murali, Bramhanandham, Kovai Sarala, Ali, Dharmavarapu Subramanyam, M. S. Narayana"
Twnety Four,"Suriya, Samantha Ruth Prabhu, Nithya Menen, Saranya Ponvannan, Ajay, Girish Karnad, Mohan Raman, Sudha, Sathyan, Charle"
Varun Doctor,"Sivakarthikeyan, Priyanka Arul Mohan, Vinay Rai, Archana Chandhoke, Avanthika Mohan, Ilavarasu, Yogi Babu, Arun Alexander, Deepa Shankar, Sunil Reddy"
Yamudu 2,"Suriya, Anushka Shetty, Hansika Motwani, Vivek, Santhanam, Racha Ravi, Nassar, Vijayakumar, Rahman, Anjali, Mukesh Rishi"
Yamudu 3,"Suriya, Anushka Shetty, Shruti Hassan, Thakur Anoop Singh, Soori, Robo Shankar, Krish, Radhika Sarathkumar, Nassar, Racha Ravi, Vijayakumar, Sharat Saxena, Nithin Sathya"
Yatra 2,"Mammootty, Jiiva, Mahesh Manjrekhar, Ketaki Narayan, Suzanne Bernert, Ashrita Vemuganti Nanduri, Sachin Khedekar, Subhalekha Sudhakar, George Maryan, Shelly Kishore"
Ye Maye Chesave,"Naga Chaitanya, Samantha Ruth Prabhu, Krishnudu, Sanjay Swaroop, Surekha Vani, Lakshmi, Adarsh Balakrishna, Devan, Abhijeeth"
Yuvatha,"Nikhil Siddharth, Aksha Pardasany, Randhir Gatla, Sayaji Shinde, Jaya Praksah Reddy, Sivannarayana, Narsing Yadav"
Rakshashudu Surya,"Suriya, Nayanthara, Pranitha Subhash, Premgi Amaren, Parthiban, Samuthirakani, Riyaz Khan, Santhana Bharathi"
Rayalaseema Ramanna Choudhary,"Mohan Babu, Jayasudha, Priya Gill, Chandra Mohan, Bramhanandham, Kovai Sarala, Ahuti Prasad, Giri Babu, Rajitha, Naresh"
Sir Dhanush,"Dhanush, Samyuktha Menon, Sai Kumar, Samuthirakani, Tanikella Bharani, Thotapalli Madhu, Narra Srinivas, Pammi Sai, Hyper Aadi, Ilavarasu, Hareesh Peradi, Praveena"
Sri Ram,"Shiva Rajkumar, Ankitha, Abhirami, Hema Choudhary, Srinivasa Murthy, Avinash"
Srimannarayan,"Rakshit Shetty, Shanvi Srivastava, Achyut Kumar, Balaji Manohar, Pramod Shetty, Madhusudhan Rao, Gopalkrishna Deshpande"
Vallabha,"Silambarasan, Nayanthara, Reema Sen, Sandhya, Premgi Amaren, Santhanam"
Yamagola Malli Modhalindhi,"Srikanth, Venu Thottempudi, Meera Jasmine, Reema Sen, Krishna Bhagavan, Jayaprakash Reddy, Chalapati Rao, Rajeev Kanakala"
Yuganiki Okkadu,"Karthi, Reema Sen, Andrea Jeremiah, Pratap Pothen, Azhagam Perumal, Napolean, Rajeev Kanakala, Janaki Sabesh, Vaiyapuri, Rama, Ganja Karuppu"
Varudu Kavalenu,"Naga Shourya, Ritu Varma, Murali Sharma, Vennela Kishore, Nadiya, Naresh"
Vasantham,"Venkatesh, Aarthi Agarwal, Kalyani, Sivaji, Tanikella Bharani, Prakash Raj, Sudha, Ali"
Veedokkade,"Suriya, Tamanna Bhatia, Prabhu, Rajkiran, Santhanam, Vivek, Jeeva, Mukesh Tiwari"
Veera,"Ravi Teja, Kajal Aggarwal, Taapsee Pannu, Prakash Raj, Rohini Hattangadi, Ali, Sridevi Vijaykumar"
Vijayendra Varma,"Nandamuri Balakrishna, Laya, Ankitha, Sanghavi, Ashish Vidyarthi, Bramhanandham"
